-0.182397 0.113937 1.26208 0.996827 -0.000200974 0.0795952 0.000628277	-0.18071 0.112916 1.26241 0.996781 -1.7158e-06 0.0801687 0.000641032	0.006772	-0.006755
-0.18071 0.112916 1.26241 0.996781 -1.7158e-06 0.0801687 0.000641032	-0.179216 0.112955 1.26267 0.996673 4.60061e-06 0.0815008 0.00065784	0.009912	-0.009923
-0.179216 0.112955 1.26267 0.996673 4.60061e-06 0.0815008 0.00065784	-0.178066 0.112749 1.26286 0.996552 1.21143e-05 0.082966 0.000577255	0.010656	-0.010667
-0.178066 0.112749 1.26286 0.996552 1.21143e-05 0.082966 0.000577255	-0.176597 0.112924 1.26314 0.996443 6.42397e-06 0.0842704 0.000646992	0.009896	-0.009907
-0.176597 0.112924 1.26314 0.996443 6.42397e-06 0.0842704 0.000646992	-0.175369 0.112848 1.26338 0.996321 4.9355e-06 0.0857027 0.000617071	0.009897	-0.009909
-0.175369 0.112848 1.26338 0.996321 4.9355e-06 0.0857027 0.000617071	-0.172175 0.112817 1.26394 0.996099 1.25019e-05 0.0882441 0.000606461	0.020554	-0.020582
-0.172175 0.112817 1.26394 0.996099 1.25019e-05 0.0882441 0.000606461	-0.169515 0.112861 1.2645 0.995849 1.42366e-05 0.0910192 0.000625773	0.020553	-0.020585
-0.169515 0.112861 1.2645 0.995849 1.42366e-05 0.0910192 0.000625773	-0.167535 0.112946 1.26482 0.995747 2.12493e-05 0.0921276 0.000660344	0.009896	-0.009912
-0.167535 0.112946 1.26482 0.995747 2.12493e-05 0.0921276 0.000660344	-0.164232 0.112904 1.26551 0.995511 3.40981e-05 0.0946483 0.000645681	0.020552	-0.020589
-0.164232 0.112904 1.26551 0.995511 3.40981e-05 0.0946483 0.000645681	-0.161502 0.112813 1.2661 0.995246 4.46373e-05 0.097393 0.000611945	0.020551	-0.020591
-0.161502 0.112813 1.2661 0.995246 4.46373e-05 0.097393 0.000611945	-0.158627 0.112839 1.26668 0.994985 4.30553e-05 0.100024 0.000621958	0.019789	-0.019832
-0.158627 0.112839 1.26668 0.994985 4.30553e-05 0.100024 0.000621958	-0.155803 0.112684 1.2673 0.994709 5.78811e-05 0.102731 0.00056295	0.02055	-0.020598
-0.155803 0.112684 1.2673 0.994709 5.78811e-05 0.102731 0.00056295	-0.154343 0.112654 1.26761 0.994573 6.56725e-05 0.104036 0.000552221	0.009894	-0.009918
-0.154343 0.112654 1.26761 0.994573 6.56725e-05 0.104036 0.000552221	-0.150654 0.113099 1.26838 0.994317 4.69023e-05 0.106456 0.000727816	0.02055	-0.020603
-0.150654 0.113099 1.26838 0.994317 4.69023e-05 0.106456 0.000727816	-0.147545 0.113091 1.26907 0.99404 5.54905e-05 0.109017 0.000726147	0.020549	-0.020606
-0.147545 0.113091 1.26907 0.99404 5.54905e-05 0.109017 0.000726147	-0.144692 0.113182 1.26975 0.993751 5.36068e-05 0.111619 0.000762983	0.019789	-0.019847
-0.144692 0.113182 1.26975 0.993751 5.36068e-05 0.111619 0.000762983	-0.143523 0.113018 1.27003 0.993587 6.88374e-05 0.113066 0.000699564	0.009894	-0.009924
-0.143523 0.113018 1.27003 0.993587 6.88374e-05 0.113066 0.000699564	-0.140535 0.11303 1.27073 0.993287 7.95182e-05 0.115673 0.000705882	0.02055	-0.020616
-0.140535 0.11303 1.27073 0.993287 7.95182e-05 0.115673 0.000705882	-0.135714 0.113137 1.27184 0.993064 8.95783e-05 0.117576 0.000749632	0.020551	-0.02062
-0.135714 0.113137 1.27184 0.993064 8.95783e-05 0.117576 0.000749632	-0.132991 0.112979 1.27254 0.99274 0.000106328 0.120282 0.000689312	0.01979	-0.01986
-0.132991 0.112979 1.27254 0.99274 0.000106328 0.120282 0.000689312	-0.131498 0.113455 1.27292 0.992579 7.95099e-05 0.121597 0.000876232	0.010657	-0.010696
-0.131498 0.113455 1.27292 0.992579 7.95099e-05 0.121597 0.000876232	-0.128793 0.113403 1.27362 0.99224 8.82436e-05 0.124336 0.000857039	0.020553	-0.020631
-0.128793 0.113403 1.27362 0.99224 8.82436e-05 0.124336 0.000857039	-0.125948 0.113458 1.27437 0.991907 8.66655e-05 0.126961 0.000879212	0.019793	-0.019872
-0.125948 0.113458 1.27437 0.991907 8.66655e-05 0.126961 0.000879212	-0.121009 0.113532 1.27563 0.991669 0.000101279 0.128806 0.000909372	0.020556	-0.02064
-0.121009 0.113532 1.27563 0.991669 0.000101279 0.128806 0.000909372	-0.118131 0.113429 1.27642 0.991323 0.000113196 0.131444 0.000870391	0.019796	-0.019881
-0.118131 0.113429 1.27642 0.991323 0.000113196 0.131444 0.000870391	-0.115417 0.113339 1.27716 0.990961 0.000128592 0.134148 0.000836177	0.02056	-0.020651
-0.115417 0.113339 1.27716 0.990961 0.000128592 0.134148 0.000836177	-0.112993 0.113175 1.27787 0.990569 0.000141697 0.137016 0.000772758	0.020562	-0.020656
-0.112993 0.113175 1.27787 0.990569 0.000141697 0.137016 0.000772758	-0.114333 0.113328 1.27791 0.990236 0.000100638 0.139401 0.00083272	0.009899	-0.009946
-0.114333 0.113328 1.27791 0.990236 0.000100638 0.139401 0.00083272	-0.106979 0.113403 1.27957 0.990114 0.00015175 0.140263 0.000864788	0.020533	-0.020632
-0.106979 0.113403 1.27957 0.990114 0.00015175 0.140263 0.000864788	-0.104176 0.113653 1.28043 0.98973 0.000141889 0.142943 0.000963016	0.020533	-0.020637
-0.104176 0.113653 1.28043 0.98973 0.000141889 0.142943 0.000963016	-0.101497 0.113519 1.28125 0.989341 0.000159072 0.145614 0.000912352	0.019776	-0.019877
-0.101497 0.113519 1.28125 0.989341 0.000159072 0.145614 0.000912352	-0.0999772 0.113454 1.28171 0.98915 0.000164426 0.146908 0.000887318	0.009889	-0.009941
-0.0999772 0.113454 1.28171 0.98915 0.000164426 0.146908 0.000887318	-0.0973845 0.113859 1.28255 0.988741 0.000138756 0.149637 0.00104682	0.020541	-0.020651
-0.0973845 0.113859 1.28255 0.988741 0.000138756 0.149637 0.00104682	-0.0939433 0.113912 1.28354 0.98837 0.000149046 0.152061 0.00106756	0.020545	-0.020658
-0.0939433 0.113912 1.28354 0.98837 0.000149046 0.152061 0.00106756	-0.0903981 0.113222 1.28468 0.988007 0.000207508 0.154405 0.000799103	0.019786	-0.019898
-0.0903981 0.113222 1.28468 0.988007 0.000207508 0.154405 0.000799103	-0.0875598 0.113745 1.28564 0.987584 0.000175264 0.157086 0.00100426	0.020552	-0.02067
